(57, 5, 51, 0, 0)
(55, 5, 49, 71, 76)
(56, 5, 50, 47, 77)
(57, 5, 51, 81, 87)
(57, 5, 51, 80, 78)
(56, 5, 51, 79, 80)
(56, 5, 51, 77, 86)
(57, 5, 51, 83, 78)
(56, 5, 50, 78, 79)
(56, 5, 51, 80, 78)
(55, 5, 51, 83, 81)
(55, 5, 50, 79, 70)
(55, 7, 51, 78, 84)
(55, 10, 52, 81, 76)
(56, 12, 51, 80, 78)
(55, 19, 51, 81, 83)
(55, 27, 50, 79, 81)
(54, 36, 45, 80, 81)
(55, 42, 41, 51, 77)
(55, 45, 38, 53, 83)
(55, 48, 35, 52, 80)
(56, 50, 32, 48, 82)
(56, 51, 29, 53, 81)
(56, 52, 25, 47, 82)
(55, 54, 22, 56, 85)
(55, 53, 22, 16, 82)
(55, 48, 29, 0, 74)
(54, 45, 31, 55, 86)
(54, 48, 27, 52, 77)
(54, 50, 22, 49, 82)
(54, 49, 24, 13, 78)
(55, 44, 31, 5, 79)
(54, 43, 33, 56, 86)
(55, 46, 29, 49, 81)
(55, 49, 26, 47, 80)
(55, 50, 23, 52, 78)
(55, 51, 23, 16, 74)
(56, 46, 32, 0, 85)
(55, 40, 37, 61, 83)
(56, 42, 32, 47, 84)
(56, 43, 28, 49, 81)
(55, 44, 18, 51, 79)
(55, 40, 11, 4, 77)
(55, 30, 6, 0, 78)
(55, 18, 4, 13, 78)
(55, 11, 4, -58, 77)
(55, 5, 2, -34, 79)
(55, 5, 5, -51, 81)
(56, 5, 4, -51, 78)
(55, 4, 3, -51, 83)
(48, 5, 4, -46, 78)
(29, 4, 4, -51, 80)
(11, 2, 5, -45, 79)
(9, 4, 6, 78, -34)
(12, 4, 4, 71, -33)
(31, 5, 4, 79, -49)
(39, 5, 4, -49, 83)
(40, 5, 4, -34, 68)
(31, 6, 4, -48, 78)
(26, 4, 4, -50, 84)
(33, 5, 4, -49, 82)
(39, 5, 9, -52, 80)
(44, 5, 18, -50, 81)
(47, 5, 32, -47, 71)
(51, 4, 39, 78, 44)
(55, 3, 33, 38, 82)
(54, 6, 24, 49, 80)
(54, 10, 21, -68, 81)
(54, 9, 26, -29, 80)
(54, 9, 31, 57, 78)
(53, 10, 34, 42, 78)
(53, 15, 28, 52, 83)
(51, 25, 19, 50, 81)
(50, 32, 15, 10, 73)
(50, 29, 18, 0, 82)
(50, 27, 23, 0, 76)
(50, 27, 26, 33, 86)
(51, 34, 23, 53, 81)
(53, 39, 23, 10, 77)
(55, 36, 28, 0, 81)
(56, 39, 28, 54, 86)
(55, 45, 24, 50, 75)
(55, 45, 23, 13, 80)
(55, 41, 30, 0, 79)
(54, 38, 35, 56, 81)
(55, 44, 30, 47, 78)
(55, 47, 27, 48, 77)
(54, 49, 26, 48, 83)
(55, 52, 24, 50, 82)
(56, 52, 26, 5, 78)
(55, 49, 31, 58, 81)
(56, 51, 28, 49, 72)
(56, 53, 26, 51, 81)
(56, 55, 25, 48, 78)
(57, 57, 24, 50, 80)
(57, 55, 28, 4, 74)
(57, 53, 33, 54, 85)
(56, 52, 33, 43, 79)
(56, 52, 32, 54, 78)
(57, 53, 33, 52, 85)
(56, 52, 34, 50, 78)
(58, 54, 36, 53, 81)
(59, 53, 38, 52, 85)
(58, 53, 40, 50, 82)
(58, 51, 40, 47, 83)
(56, 49, 41, 48, 81)
(58, 51, 41, 49, 80)
(57, 48, 42, 51, 88)
(57, 44, 44, 50, 76)
(55, 42, 43, 52, 77)
(56, 42, 45, 50, 74)
(55, 37, 39, 45, 79)
(56, 34, 26, 51, 82)
(56, 31, 11, 51, 77)
(56, 27, 6, 8, 77)
(56, 14, 5, 6, 87)
(55, 8, 5, -54, 80)
(54, 5, 6, -31, 85)
(53, 5, 10, -49, 75)
(53, 5, 21, -48, 81)
(51, 5, 33, -49, 78)
(48, 5, 36, 45, 82)
(50, 5, 32, 64, 46)
(53, 6, 21, 79, 58)
(53, 8, 13, -62, 71)
(53, 8, 18, -36, 81)
(53, 6, 29, -52, 78)
(54, 6, 40, 50, 80)
(54, 6, 42, 37, 79)
(54, 7, 37, 49, 85)
(54, 12, 30, 51, 85)
(54, 20, 22, 47, 76)
(53, 24, 21, -61, 77)
(54, 17, 32, -30, 83)
(53, 13, 40, 54, 75)
(53, 12, 42, 38, 86)
(53, 15, 41, 47, 79)
(53, 20, 38, 51, 75)
(53, 26, 34, 52, 80)
(53, 32, 30, 48, 79)
(53, 37, 27, 51, 86)
(53, 41, 24, 49, 76)
(53, 42, 26, 13, 76)
(53, 40, 30, 58, 84)
(53, 43, 28, 49, 80)
(53, 46, 27, 51, 80)
(54, 48, 25, 52, 79)
(53, 50, 23, 52, 82)
(54, 48, 27, 8, 73)
(53, 44, 32, 52, 79)
(52, 45, 31, 49, 82)
(52, 45, 31, 50, 77)
(52, 46, 30, 52, 77)
(53, 47, 30, 52, 78)
(52, 48, 29, 50, 76)
(52, 48, 25, 49, 88)
(52, 48, 18, 48, 83)
(53, 39, 12, 10, 78)
(52, 25, 9, 0, 72)
(46, 11, 6, 2, 80)
(30, 5, 4, -9, 80)
(12, 5, 4, -54, 79)
(7, 5, 4, 81, -29)
(6, 4, 4, 71, -36)
(9, 3, 4, 79, -51)
(15, 6, 6, 82, -51)
(28, 5, 5, 78, -47)
(37, 5, 5, -60, 86)
(32, 5, 6, -28, 69)
(10, 5, 8, -49, 76)
(6, 6, 10, 84, -28)
(5, 5, 11, 66, -42)
(10, 5, 9, 73, -46)
(29, 5, 5, 78, -57)
(40, 5, 4, -47, 73)
(32, 5, 5, -34, 63)
(16, 6, 8, -45, 75)
(9, 8, 13, 85, -17)
(12, 10, 9, 62, -46)
(25, 9, 4, 70, -44)
(31, 9, 4, -36, 73)
(31, 11, 4, -45, 49)
(20, 20, 7, -42, 80)
(14, 25, 11, 78, -35)
(17, 29, 8, 56, -4)
(30, 37, 4, 78, 20)
(38, 44, 4, 15, 63)
(39, 53, 4, 2, 80)
(43, 57, 6, 7, 78)
(51, 56, 9, 15, 77)
(54, 58, 16, 0, 82)
(55, 56, 25, 16, 87)
(54, 54, 31, 53, 86)
(54, 52, 35, 45, 83)
(54, 49, 39, 52, 84)
(54, 48, 41, 49, 78)
(54, 44, 44, 52, 82)
(53, 41, 45, 51, 81)
(54, 37, 48, 49, 74)
(53, 29, 49, 50, 86)
(52, 21, 48, 45, 84)
(51, 17, 48, 55, 80)
(52, 12, 48, 48, 75)
(52, 9, 49, 48, 78)
(52, 7, 48, 49, 82)
(52, 5, 48, 49, 78)
(52, 5, 49, 51, 78)
(52, 5, 49, 52, 82)
(52, 6, 49, 52, 79)
(52, 7, 49, 51, 79)
(52, 10, 49, 49, 74)
(52, 16, 49, 47, 83)
(51, 23, 48, 50, 84)
(50, 31, 49, 48, 79)
(47, 39, 49, 49, 85)
(43, 45, 49, 76, 55)
(43, 46, 50, 77, 55)
(43, 48, 50, 79, 54)
(43, 47, 50, 83, 50)
(45, 46, 50, 84, 46)
(47, 44, 50, 80, 50)
(48, 41, 50, 84, 48)
(49, 40, 50, 78, 48)
(50, 36, 50, 82, 49)
(50, 36, 50, 83, 84)
(49, 39, 50, 78, 83)
(50, 41, 50, 80, 51)
(49, 39, 50, 85, 75)
(50, 38, 50, 79, 48)
(51, 36, 51, 85, 78)
(49, 37, 49, 46, 75)
(48, 41, 49, 77, 49)
(51, 40, 50, 79, 58)
(49, 39, 48, 78, 77)
(49, 39, 49, 79, 49)
(51, 35, 49, 76, 53)
(51, 36, 50, 55, 78)
(49, 39, 49, 82, 83)
(50, 38, 49, 80, 49)
(49, 37, 48, 53, 74)
(49, 39, 49, 76, 54)
(50, 35, 49, 80, 48)
(51, 32, 49, 54, 74)
(50, 36, 50, 53, 82)
(49, 39, 50, 52, 79)
(49, 40, 50, 69, 48)
(51, 35, 50, 81, 54)
(51, 28, 50, 86, 76)
(51, 25, 49, 78, 79)
(52, 21, 49, 54, 77)
(51, 21, 48, 49, 72)
(51, 24, 49, 51, 77)
(51, 24, 49, 51, 81)
(52, 25, 49, 48, 81)
(51, 25, 49, 52, 81)
(51, 25, 50, 49, 81)
(51, 22, 49, 78, 80)
(52, 16, 50, 50, 74)
(52, 12, 51, 80, 84)
(53, 8, 50, 80, 79)
(53, 5, 51, 78, 79)
(53, 5, 51, 84, 85)
(53, 6, 50, 81, 80)
(53, 9, 47, 83, 79)
(53, 15, 40, 50, 76)
(53, 22, 31, 50, 81)
(53, 29, 22, 51, 82)
(54, 34, 19, 4, 76)
(53, 32, 20, 2, 85)
(53, 27, 23, 23, 79)
(53, 28, 23, 14, 79)
(53, 24, 26, 0, 80)
(53, 24, 23, 63, 87)
(53, 29, 20, -65, 77)
(53, 25, 23, 10, 79)
(53, 21, 27, 3, 80)
(54, 18, 32, 71, 84)
(54, 23, 25, 46, 80)
(54, 32, 17, 50, 85)
(54, 37, 13, 5, 80)
(54, 37, 12, 3, 72)
(53, 36, 13, 11, 75)
(53, 33, 15, 16, 82)
(53, 29, 19, 0, 77)
(53, 25, 24, 0, 77)
(53, 24, 25, 18, 79)
(53, 30, 19, 48, 79)
(53, 33, 16, 5, 78)
(53, 29, 20, -3, 84)
(52, 27, 21, 20, 86)
(53, 28, 20, 16, 74)
(52, 24, 23, 0, 81)
(53, 22, 25, -31, 78)
(54, 18, 28, 67, 83)
(54, 22, 22, 40, 81)
(53, 22, 21, -47, 78)
(54, 15, 27, -28, 84)
(54, 13, 30, 45, 76)
(54, 12, 28, 39, 85)
(54, 19, 18, 51, 83)
(54, 20, 16, -59, 78)
(54, 14, 22, -25, 86)
(53, 7, 35, -56, 74)
(54, 7, 40, 47, 79)
(54, 6, 39, 39, 84)
(54, 8, 30, 49, 81)
(54, 13, 20, 46, 79)
(54, 15, 15, -44, 81)
(56, 11, 21, -28, 82)
(55, 7, 32, -52, 78)
(55, 6, 39, 43, 76)
(56, 5, 38, 43, 80)
(55, 8, 29, 49, 83)
(56, 14, 18, 51, 76)
(56, 18, 15, -57, 78)
(55, 13, 22, -29, 77)
(55, 8, 33, -54, 84)
(55, 6, 38, 31, 73)
(54, 6, 39, 44, 79)
(54, 9, 32, 50, 87)
(54, 15, 23, 46, 80)
(54, 17, 21, -34, 78)
(55, 13, 27, -34, 79)
(55, 11, 31, 60, 84)
(54, 12, 30, 34, 83)
(55, 17, 25, 48, 82)
(55, 27, 15, 49, 80)
(56, 30, 13, 8, 84)
(55, 28, 15, 0, 73)
(54, 26, 18, 0, 83)
(54, 26, 19, 32, 87)
(54, 25, 20, 7, 79)
(53, 22, 23, 2, 82)
(53, 20, 26, -39, 79)
(53, 18, 30, 56, 80)
(53, 20, 27, 39, 85)
(53, 27, 21, 51, 84)
(53, 31, 19, 14, 79)
(52, 27, 22, 0, 81)
(52, 24, 26, 0, 81)
(51, 26, 25, 66, 85)
(52, 36, 18, 49, 79)
(52, 37, 18, 5, 77)
(52, 33, 22, 2, 79)
(51, 29, 27, 7, 81)
(52, 34, 23, 54, 79)
(52, 36, 23, 16, 79)
(52, 30, 28, 0, 80)
(51, 29, 28, 60, 84)
(51, 36, 22, 49, 79)
(51, 37, 22, 5, 77)
(51, 32, 27, 0, 81)
(50, 33, 26, 46, 80)
(50, 38, 21, 53, 83)
(50, 40, 20, 8, 75)
(50, 36, 24, 0, 79)
(50, 30, 29, 2, 82)
(50, 32, 29, 59, 83)
(50, 38, 22, 50, 76)
(51, 40, 21, 14, 74)
(51, 35, 27, 0, 83)
(51, 35, 29, 59, 87)
(51, 41, 23, 50, 76)
(51, 42, 22, 8, 81)
(52, 38, 27, 2, 81)
(52, 36, 29, 59, 89)
(52, 41, 24, 50, 76)
(52, 43, 23, 14, 76)
(52, 38, 31, 0, 82)
(52, 36, 35, 60, 82)
