(57, 12, 52, 2, 3)
(54, 13, 49, 80, 83)
(56, 10, 50, 52, 78)
(56, 8, 50, 84, 81)
(55, 7, 49, 79, 83)
(55, 6, 50, 83, 81)
(55, 6, 50, 80, 81)
(55, 6, 50, 78, 80)
(55, 6, 50, 80, 79)
(55, 6, 50, 77, 79)
(56, 7, 51, 80, 81)
(56, 8, 52, 77, 80)
(56, 9, 52, 79, 83)
(56, 11, 52, 82, 74)
(56, 15, 52, 80, 81)
(56, 19, 53, 80, 78)
(55, 24, 50, 82, 82)
(55, 30, 50, 81, 82)
(55, 37, 47, 83, 82)
(54, 41, 44, 51, 76)
(54, 42, 42, 48, 77)
(54, 42, 41, 48, 81)
(53, 43, 40, 48, 77)
(54, 44, 38, 51, 79)
(53, 45, 36, 51, 85)
(53, 46, 32, 48, 79)
(53, 48, 28, 53, 81)
(53, 50, 23, 49, 80)
(53, 49, 24, 14, 77)
(53, 45, 31, 2, 80)
(53, 41, 35, 62, 87)
(53, 45, 30, 46, 78)
(53, 47, 27, 51, 86)
(54, 49, 26, 48, 78)
(54, 50, 23, 50, 80)
(54, 51, 24, 15, 80)
(55, 44, 34, 0, 87)
(55, 38, 37, 57, 78)
(54, 40, 36, 51, 82)
(55, 41, 31, 49, 78)
(54, 41, 22, 46, 79)
(55, 36, 15, 3, 78)
(55, 26, 8, -2, 77)
(55, 15, 5, 17, 81)
(56, 9, 3, -56, 81)
(56, 5, 3, -31, 81)
(56, 5, 3, -52, 85)
(56, 5, 4, -49, 77)
(55, 3, 4, -52, 81)
(43, 5, 4, -48, 81)
(20, 5, 6, -49, 80)
(9, 3, 7, 81, -36)
(10, 5, 5, 59, -37)
(33, 4, 4, 76, -47)
(47, 5, 4, -27, 80)
(41, 5, 4, -39, 71)
(24, 5, 4, -41, 78)
(17, 6, 4, 84, -54)
(22, 5, 4, 60, -32)
(39, 5, 5, 71, -50)
(46, 6, 6, -36, 78)
(45, 8, 6, -41, 75)
(43, 13, 5, -42, 79)
(45, 15, 3, -51, 81)
(46, 14, 3, -49, 77)
(49, 10, 4, -52, 80)
(53, 10, 7, -50, 80)
(52, 6, 19, -52, 80)
(53, 4, 31, -54, 82)
(53, 3, 37, 24, 70)
(52, 4, 37, 47, 82)
(52, 7, 31, 47, 82)
(53, 13, 23, 48, 78)
(53, 17, 21, -49, 78)
(53, 14, 28, -28, 81)
(53, 13, 33, 43, 80)
(51, 14, 33, 43, 74)
(50, 19, 28, 47, 83)
(51, 27, 24, 46, 87)
(51, 30, 22, 7, 76)
(51, 26, 29, 0, 87)
(52, 29, 30, 61, 78)
(53, 38, 24, 50, 80)
(55, 41, 25, 15, 78)
(54, 40, 27, 52, 83)
(54, 47, 22, 50, 79)
(55, 47, 23, 7, 72)
(55, 41, 31, 0, 79)
(55, 40, 35, 54, 85)
(55, 45, 31, 49, 80)
(56, 49, 28, 51, 81)
(56, 51, 26, 52, 79)
(56, 53, 24, 51, 82)
(56, 51, 27, 8, 75)
(56, 49, 33, 50, 84)
(57, 50, 32, 51, 80)
(57, 52, 31, 52, 81)
(57, 53, 31, 48, 77)
(56, 54, 29, 49, 79)
(56, 54, 28, 48, 79)
(56, 55, 28, 49, 79)
(56, 54, 28, 50, 79)
(55, 54, 28, 54, 78)
(56, 54, 27, 50, 79)
(56, 55, 27, 48, 74)
(57, 56, 27, 55, 83)
(56, 56, 27, 50, 80)
(57, 56, 27, 51, 83)
(56, 55, 28, 46, 81)
(56, 55, 30, 51, 80)
(58, 56, 29, 54, 76)
(57, 54, 30, 50, 84)
(57, 54, 31, 54, 80)
(57, 53, 33, 48, 80)
(57, 53, 34, 52, 85)
(56, 50, 31, 51, 86)
(56, 49, 20, 48, 79)
(56, 45, 13, 13, 79)
(55, 31, 11, 0, 80)
(53, 15, 9, 2, 74)
(54, 8, 7, -14, 82)
(55, 5, 8, -45, 80)
(55, 5, 12, -43, 80)
(54, 5, 22, -51, 79)
(52, 5, 36, -48, 82)
(49, 5, 41, 56, 78)
(49, 5, 35, 62, 49)
(53, 5, 22, 80, 53)
(53, 7, 17, -53, 77)
(54, 6, 23, -30, 79)
(54, 6, 35, -50, 84)
(54, 5, 43, 38, 73)
(53, 5, 43, 39, 79)
(53, 6, 40, 50, 86)
(53, 9, 34, 49, 79)
(52, 15, 27, 51, 78)
(52, 23, 21, 49, 82)
(52, 25, 22, -51, 73)
(52, 22, 26, 11, 82)
(52, 22, 31, 43, 82)
(52, 26, 27, 51, 80)
(51, 35, 22, 51, 78)
(52, 38, 22, 17, 74)
(53, 32, 29, 0, 81)
(52, 33, 31, 62, 85)
(52, 40, 25, 48, 83)
(53, 45, 22, 50, 78)
(52, 45, 22, 15, 79)
